광역시도,평균기온,평균풍속,평균강수량,DATE
인천광역시,22.26,2.01,268.8,2020-07
인천광역시,25.11,2.51,363.72,2020-08
인천광역시,20.97,2.24,185.73,2020-09
인천광역시,14.52,2.1,3.67,2020-10
인천광역시,8.24,2.3,54.06,2020-11
인천광역시,0.6,2.36,3.9,2020-12
인천광역시,-2.07,2.45,13.16,2021-01
인천광역시,1.65,2.69,3.87,2021-02
인천광역시,6.65,2.19,86.17,2021-03
인천광역시,11.95,2.45,97.65,2021-04
인천광역시,15.13,2.47,169.35,2021-05
인천광역시,20.31,1.84,64.22,2021-06
인천광역시,25.77,1.76,82.01,2021-07
인천광역시,24.78,1.98,220.63,2021-08
인천광역시,22.08,2.21,110.93,2021-09
인천광역시,15.65,2.25,44.12,2021-10
인천광역시,8.8,2.58,71.41,2021-11
인천광역시,1.66,2.91,6.0,2021-12
인천광역시,-1.81,2.52,3.08,2022-01
인천광역시,-1.06,2.95,1.62,2022-02
인천광역시,5.93,2.49,68.7,2022-03
인천광역시,11.64,2.55,18.5,2022-04
인천광역시,15.89,2.7,5.18,2022-05
인천광역시,20.7,2.69,230.76,2022-06
인천광역시,25.29,2.07,211.43,2022-07
인천광역시,24.6,2.47,423.3,2022-08
인천광역시,21.27,2.49,118.57,2022-09
인천광역시,13.97,2.73,111.84,2022-10
인천광역시,10.04,2.71,57.82,2022-11
인천광역시,-2.08,2.64,11.11,2022-12
인천광역시,-1.38,2.82,36.42,2023-01
인천광역시,1.29,2.48,0.68,2023-02
인천광역시,6.94,2.85,5.48,2023-03
인천광역시,11.51,3.0,70.44,2023-04
인천광역시,16.55,2.46,122.29,2023-05
인천광역시,20.61,2.32,121.06,2023-06
인천광역시,24.78,2.48,327.04,2023-07
인천광역시,25.85,2.17,212.47,2023-08
인천광역시,22.88,1.98,80.73,2023-09
인천광역시,16.17,2.5,18.17,2023-10
인천광역시,7.47,3.62,73.38,2023-11
인천광역시,1.46,2.94,65.57,2023-12
인천광역시,-0.23,2.75,13.96,2024-01
인천광역시,2.92,2.75,54.18,2024-02
인천광역시,5.83,3.22,20.51,2024-03
인천광역시,12.98,2.21,40.95,2024-04
인천광역시,15.75,2.67,98.29,2024-05
인천광역시,21.28,2.28,70.4,2024-06
인천광역시,24.79,3.13,328.99,2024-07
인천광역시,27.75,2.06,77.57,2024-08
인천광역시,24.49,2.16,140.67,2024-09
인천광역시,16.56,2.43,60.95,2024-10
전라남도,2.24,2.91,11.56,2019-01
전라남도,3.66,2.85,34.14,2019-02
전라남도,7.82,2.88,46.19,2019-03
전라남도,11.9,2.24,87.13,2019-04
전라남도,17.43,2.36,130.25,2019-05
전라남도,20.55,1.82,210.77,2019-06
전라남도,23.94,2.18,251.03,2019-07
전라남도,25.79,1.89,139.54,2019-08
전라남도,22.07,2.1,278.71,2019-09
전라남도,16.62,2.25,192.47,2019-10
전라남도,10.76,2.57,21.02,2019-11
전라남도,4.82,2.61,35.36,2019-12
전라남도,4.65,2.77,77.65,2020-01
전라남도,5.16,2.72,38.39,2020-02
전라남도,8.25,3.02,42.78,2020-03
전라남도,10.61,3.01,64.61,2020-04
전라남도,17.1,2.53,147.37,2020-05
전라남도,21.7,2.05,279.81,2020-06
전라남도,22.41,2.09,374.08,2020-07
전라남도,26.68,2.48,278.84,2020-08
전라남도,20.96,2.03,214.91,2020-09
전라남도,15.26,2.24,19.15,2020-10
전라남도,10.57,2.71,21.12,2020-11
전라남도,2.8,2.52,15.55,2020-12
전라남도,1.84,2.69,36.6,2021-01
전라남도,4.95,3.04,33.95,2021-02
전라남도,9.41,2.61,128.55,2021-03
전라남도,13.34,2.82,61.92,2021-04
전라남도,17.02,2.52,124.24,2021-05
전라남도,21.84,2.08,117.44,2021-06
전라남도,25.93,2.21,342.35,2021-07
전라남도,25.65,1.89,225.64,2021-08
전라남도,22.49,2.33,121.5,2021-09
전라남도,16.86,2.2,24.81,2021-10
전라남도,10.2,2.46,60.44,2021-11
전라남도,4.34,2.9,6.03,2021-12
전라남도,1.73,2.8,3.06,2022-01
전라남도,1.85,3.25,1.36,2022-02
전라남도,8.54,2.7,102.69,2022-03
전라남도,13.59,2.32,88.3,2022-04
전라남도,17.41,2.2,3.73,2022-05
전라남도,22.11,2.64,94.31,2022-06
전라남도,25.92,2.28,178.77,2022-07
전라남도,25.92,2.13,110.66,2022-08
전라남도,21.94,2.44,149.03,2022-09
전라남도,15.25,2.63,28.66,2022-10
전라남도,11.24,2.37,52.55,2022-11
전라남도,1.85,2.9,16.57,2022-12
전라남도,2.02,2.91,49.16,2023-01
전라남도,3.81,2.63,29.35,2023-02
전라남도,9.49,2.42,36.09,2023-03
전라남도,13.06,2.65,94.88,2023-04
전라남도,17.53,2.36,238.01,2023-05
전라남도,21.77,2.23,204.4,2023-06
전라남도,25.27,2.24,555.06,2023-07
전라남도,26.72,1.92,242.4,2023-08
전라남도,23.51,1.73,162.78,2023-09
전라남도,16.3,2.07,9.48,2023-10
전라남도,10.04,2.98,78.86,2023-11
전라남도,5.04,2.66,70.38,2023-12
전라남도,3.31,2.88,42.0,2024-01
전라남도,5.96,2.73,128.91,2024-02
전라남도,7.82,2.92,78.87,2024-03
전라남도,14.7,2.03,118.71,2024-04
전라남도,17.6,2.48,139.0,2024-05
전라남도,21.96,2.03,189.29,2024-06
전라남도,26.11,2.62,268.22,2024-07
전라남도,27.93,1.81,82.52,2024-08
전라남도,25.73,1.9,222.83,2024-09
전라남도,17.71,2.19,126.95,2024-10
전라북도,-0.89,1.98,10.47,2019-01
전라북도,1.03,2.09,33.69,2019-02
전라북도,5.73,2.34,33.97,2019-03
전라북도,10.57,1.79,96.47,2019-04
전라북도,16.57,2.02,63.86,2019-05
전라북도,20.05,1.52,97.94,2019-06
전라북도,23.72,1.83,241.22,2019-07
전라북도,25.13,1.46,143.33,2019-08
전라북도,21.02,1.75,214.3,2019-09
전라북도,14.86,1.78,121.34,2019-10
전라북도,8.2,2.05,54.75,2019-11
전라북도,2.39,2.0,30.99,2019-12
전라북도,2.04,1.94,83.95,2020-01
전라북도,2.62,2.15,61.02,2020-02
전라북도,6.41,2.57,32.91,2020-03
전라북도,8.89,2.6,33.45,2020-04
전라북도,16.59,2.17,92.28,2020-05
전라북도,21.6,1.81,195.29,2020-06
전라북도,22.1,1.72,528.39,2020-07
전라북도,26.0,2.18,503.08,2020-08
전라북도,19.55,2.01,241.4,2020-09
전라북도,13.05,1.93,5.63,2020-10
전라북도,7.98,2.22,52.93,2020-11
전라북도,0.11,2.18,11.25,2020-12
전라북도,-1.38,2.3,28.63,2021-01
전라북도,2.53,2.72,23.67,2021-02
전라북도,7.54,2.16,97.42,2021-03
전라북도,12.17,2.39,41.36,2021-04
전라북도,15.79,2.33,117.46,2021-05
전라북도,21.13,1.79,101.69,2021-06
전라북도,25.3,1.72,237.91,2021-07
전라북도,24.33,1.65,344.1,2021-08
전라북도,21.09,1.91,126.84,2021-09
전라북도,14.61,1.77,41.9,2021-10
전라북도,7.96,2.16,81.49,2021-11
전라북도,1.77,2.49,10.09,2021-12
전라북도,-1.38,2.11,2.87,2022-01
전라북도,-0.98,2.53,4.55,2022-02
전라북도,6.56,2.39,86.94,2022-03
전라북도,12.32,2.14,64.45,2022-04
전라북도,16.48,2.19,5.74,2022-05
전라북도,21.88,2.37,168.2,2022-06
전라북도,25.34,1.88,155.38,2022-07
전라북도,24.88,2.04,231.93,2022-08
전라북도,20.53,2.07,98.58,2022-09
전라북도,13.18,2.04,54.54,2022-10
전라북도,8.97,1.97,71.09,2022-11
전라북도,-1.62,2.25,31.59,2022-12
전라북도,-0.89,2.34,28.23,2023-01
전라북도,1.3,2.02,7.93,2023-02
전라북도,7.89,2.31,27.52,2023-03
전라북도,12.03,2.44,58.64,2023-04
전라북도,17.12,2.06,237.76,2023-05
전라북도,21.45,2.0,205.71,2023-06
전라북도,25.01,2.08,689.26,2023-07
전라북도,25.87,1.73,266.61,2023-08
전라북도,22.01,1.52,204.34,2023-09
전라북도,14.23,1.83,16.96,2023-10
전라북도,7.66,2.66,90.08,2023-11
전라북도,2.55,2.25,130.16,2023-12
전라북도,0.75,2.32,46.08,2024-01
전라북도,3.89,2.07,113.05,2024-02
전라북도,5.97,2.57,72.64,2024-03
전라북도,13.84,1.84,67.92,2024-04
전라북도,16.83,2.13,108.29,2024-05
전라북도,21.69,1.89,99.28,2024-06
전라북도,25.82,2.5,386.55,2024-07
전라북도,27.29,1.69,76.63,2024-08
전라북도,24.62,1.54,183.71,2024-09
전라북도,15.58,1.78,81.11,2024-10
제주도,3.71,3.99,23.48,2019-01
제주도,5.24,3.7,72.52,2019-02
제주도,8.3,3.81,92.14,2019-03
제주도,12.46,3.0,84.38,2019-04
제주도,16.95,3.11,377.64,2019-05
제주도,19.08,2.52,240.35,2019-06
제주도,22.43,2.97,596.15,2019-07
제주도,24.53,2.82,410.25,2019-08
제주도,21.54,3.3,792.01,2019-09
제주도,16.69,3.46,213.47,2019-10
제주도,11.83,3.51,52.6,2019-11
제주도,6.88,3.82,93.76,2019-12
제주도,6.06,3.9,163.16,2020-01
제주도,6.42,3.82,82.17,2020-02
제주도,8.94,3.81,112.06,2020-03
제주도,10.39,3.84,94.97,2020-04
제주도,16.62,3.25,225.58,2020-05
제주도,20.66,2.75,372.0,2020-06
제주도,21.84,2.82,453.31,2020-07
제주도,25.88,3.49,341.41,2020-08
제주도,20.02,3.16,705.87,2020-09
제주도,15.41,3.32,49.76,2020-10
제주도,11.55,3.62,39.53,2020-11
제주도,4.85,3.7,52.45,2020-12
제주도,4.19,4.14,100.17,2021-01
제주도,6.78,4.34,84.69,2021-02
제주도,10.23,3.66,232.51,2021-03
제주도,12.96,3.96,172.25,2021-04
제주도,16.63,3.36,232.04,2021-05
제주도,20.77,2.73,240.51,2021-06
제주도,24.66,3.42,360.63,2021-07
제주도,24.29,2.83,442.11,2021-08
제주도,22.16,3.55,601.05,2021-09
제주도,17.21,3.18,57.13,2021-10
제주도,10.86,3.69,113.83,2021-11
제주도,5.82,4.06,39.87,2021-12
제주도,3.47,3.91,39.99,2022-01
제주도,2.44,4.24,25.99,2022-02
제주도,9.19,3.73,226.76,2022-03
제주도,13.32,3.0,153.91,2022-04
제주도,16.56,2.83,23.53,2022-05
제주도,20.76,3.41,264.99,2022-06
제주도,24.99,3.09,337.66,2022-07
제주도,25.6,3.02,204.32,2022-08
제주도,21.71,3.94,440.15,2022-09
제주도,15.55,3.76,36.25,2022-10
제주도,12.6,3.45,127.44,2022-11
제주도,4.16,4.26,44.25,2022-12
제주도,3.88,4.14,106.68,2023-01
제주도,5.4,3.72,88.61,2023-02
제주도,10.06,3.26,59.21,2023-03
제주도,13.05,4.17,209.41,2023-04
제주도,16.68,3.28,538.74,2023-05
제주도,20.46,2.81,355.05,2023-06
제주도,24.74,3.26,467.3,2023-07
제주도,25.37,2.9,338.6,2023-08
제주도,23.13,2.65,195.15,2023-09
제주도,16.18,3.15,17.63,2023-10
제주도,10.91,3.88,108.7,2023-11
제주도,6.69,3.83,123.52,2023-12
제주도,5.06,4.04,98.48,2024-01
제주도,7.28,3.98,292.49,2024-02
제주도,8.28,3.91,145.35,2024-03
제주도,14.4,2.94,196.95,2024-04
제주도,16.54,3.31,295.01,2024-05
제주도,20.28,2.78,442.54,2024-06
제주도,25.35,3.64,255.31,2024-07
제주도,26.42,2.58,142.81,2024-08
제주도,24.61,3.14,321.62,2024-09
제주도,18.36,3.63,194.0,2024-10
충청남도,-0.34,2.14,1.03,2019-01
충청남도,0.92,2.14,24.15,2019-02
충청남도,5.81,2.56,30.99,2019-03
충청남도,10.59,2.1,59.06,2019-04
충청남도,16.78,2.32,28.26,2019-05
충청남도,20.18,1.73,61.78,2019-06
충청남도,24.08,2.37,171.72,2019-07
충청남도,25.79,1.79,122.04,2019-08
충청남도,21.52,2.23,126.4,2019-09
충청남도,15.79,2.11,64.19,2019-10
충청남도,8.62,2.23,99.97,2019-11
충청남도,2.86,2.4,26.69,2019-12
충청남도,2.49,2.2,56.46,2020-01
충청남도,2.89,2.26,69.45,2020-02
충청남도,6.63,2.7,22.11,2020-03
충청남도,9.57,2.81,16.72,2020-04
충청남도,16.41,2.3,90.76,2020-05
충청남도,21.43,1.98,143.33,2020-06
충청남도,22.49,2.07,349.63,2020-07
충청남도,25.99,2.67,348.75,2020-08
충청남도,20.54,2.42,178.58,2020-09
충청남도,13.88,2.15,11.29,2020-10
충청남도,8.44,2.38,42.86,2020-11
충청남도,0.81,2.45,5.12,2020-12
충청남도,-1.33,2.59,21.51,2021-01
충청남도,2.55,2.92,10.31,2021-02
충청남도,7.24,2.26,83.09,2021-03
충청남도,12.16,2.57,58.02,2021-04
충청남도,15.54,2.54,119.48,2021-05
충청남도,21.08,2.0,62.71,2021-06
충청남도,25.82,1.92,135.3,2021-07
충청남도,24.72,1.93,218.22,2021-08
충청남도,21.77,2.47,172.61,2021-09
충청남도,15.53,2.22,39.04,2021-10
충청남도,8.92,2.56,88.86,2021-11
충청남도,2.17,2.73,9.81,2021-12
충청남도,-1.12,2.47,4.5,2022-01
충청남도,-0.56,2.83,2.43,2022-02
충청남도,6.37,2.62,62.58,2022-03
충청남도,12.02,2.49,48.29,2022-04
충청남도,16.64,2.6,4.88,2022-05
충청남도,21.83,2.84,161.71,2022-06
충청남도,25.69,2.05,143.93,2022-07
충청남도,25.04,2.58,425.02,2022-08
충청남도,21.15,2.44,98.54,2022-09
충청남도,13.84,2.22,105.59,2022-10
충청남도,9.7,2.18,44.43,2022-11
충청남도,-1.44,2.62,20.63,2022-12
충청남도,-0.68,2.71,25.08,2023-01
충청남도,1.53,2.23,1.38,2023-02
충청남도,7.62,2.63,7.88,2023-03
충청남도,12.03,2.71,41.4,2023-04
충청남도,17.18,2.32,166.43,2023-05
충청남도,21.43,2.1,111.18,2023-06
충청남도,25.04,2.29,575.85,2023-07
충청남도,26.01,1.92,211.62,2023-08
충청남도,22.48,1.8,214.26,2023-09
충청남도,15.27,2.17,16.9,2023-10
충청남도,8.03,3.22,70.43,2023-11
충청남도,2.54,2.78,98.22,2023-12
충청남도,0.59,2.76,30.49,2024-01
충청남도,3.65,2.65,90.91,2024-02
충청남도,6.11,2.92,34.42,2024-03
충청남도,13.61,2.03,47.77,2024-04
충청남도,16.28,2.44,114.76,2024-05
충청남도,21.64,2.0,93.53,2024-06
충청남도,25.63,2.99,490.33,2024-07
충청남도,27.77,1.83,87.88,2024-08
충청남도,24.88,1.97,209.78,2024-09
충청남도,16.32,2.29,92.38,2024-10
충청북도,-2.64,1.21,0.62,2019-01
충청북도,0.19,1.23,27.05,2019-02
충청북도,5.72,1.53,29.17,2019-03
충청북도,10.98,1.47,61.95,2019-04
충청북도,17.71,1.52,24.12,2019-05
충청북도,21.06,1.09,70.92,2019-06
충청북도,24.35,1.22,188.37,2019-07
충청북도,25.34,1.13,101.55,2019-08
충청북도,20.61,1.06,153.9,2019-09
충청북도,13.77,1.03,88.24,2019-10
충청북도,6.28,1.1,84.98,2019-11
충청북도,0.06,1.14,21.02,2019-12
충청북도,0.6,1.18,59.65,2020-01
충청북도,1.57,1.39,61.82,2020-02
충청북도,6.64,1.71,19.86,2020-03
충청북도,9.69,2.01,19.0,2020-04
충청북도,17.36,1.48,93.06,2020-05
충청북도,22.8,1.27,136.61,2020-06
충청북도,22.57,1.15,401.76,2020-07
충청북도,25.71,1.11,476.9,2020-08
충청북도,19.03,1.25,178.42,2020-09
충청북도,11.51,1.07,9.35,2020-10
충청북도,6.35,1.32,45.17,2020-11
충청북도,-2.4,1.24,4.27,2020-12
충청북도,-3.63,1.46,10.56,2021-01
충청북도,1.54,1.82,8.92,2021-02
충청북도,7.65,1.56,79.9,2021-03
충청북도,12.58,1.76,60.55,2021-04
충청북도,15.71,1.53,162.55,2021-05
충청북도,21.61,1.17,95.52,2021-06
충청북도,25.79,1.12,237.1,2021-07
충청북도,23.82,1.05,251.03,2021-08
충청북도,20.27,1.26,201.33,2021-09
충청북도,13.33,1.0,41.54,2021-10
충청북도,6.22,1.34,51.67,2021-11
충청북도,-0.53,1.5,4.01,2021-12
충청북도,-3.61,1.27,0.89,2022-01
충청북도,-2.34,1.87,3.78,2022-02
충청북도,6.28,1.59,81.59,2022-03
충청북도,12.81,1.55,56.39,2022-04
충청북도,17.27,1.62,8.64,2022-05
충청북도,22.35,1.53,185.35,2022-06
충청북도,25.59,1.18,216.59,2022-07
충청북도,24.44,1.18,422.92,2022-08
충청북도,19.87,1.26,108.43,2022-09
충청북도,12.22,1.12,90.84,2022-10
충청북도,7.28,1.09,54.94,2022-11
충청북도,-4.65,1.29,11.53,2022-12
충청북도,-3.21,1.38,21.76,2023-01
충청북도,0.5,1.31,2.38,2023-02
충청북도,8.01,1.52,20.7,2023-03
충청북도,12.3,1.74,40.36,2023-04
충청북도,17.56,1.38,144.67,2023-05
충청북도,22.27,1.35,192.3,2023-06
충청북도,25.15,1.07,567.1,2023-07
충청북도,25.91,1.13,290.13,2023-08
충청북도,21.62,0.96,216.86,2023-09
충청북도,12.66,0.99,22.42,2023-10
충청북도,5.82,1.65,45.04,2023-11
충청북도,0.16,1.47,94.52,2023-12
충청북도,-1.31,1.48,26.31,2024-01
충청북도,2.7,1.47,73.16,2024-02
충청북도,5.68,1.85,46.14,2024-03
충청북도,14.68,1.39,48.01,2024-04
충청북도,16.95,1.48,121.33,2024-05
충청북도,22.34,1.27,118.63,2024-06
충청북도,25.83,1.41,449.82,2024-07
충청북도,27.35,1.1,67.85,2024-08
충청북도,23.9,1.08,233.7,2024-09
충청북도,14.42,1.12,109.71,2024-10
